month_end,AirTemp_C,BarometricPress_kPa,RelativeHum_%,WindSp_km/h,WindDir_Degree,DailyRain_mm,PARAir_umol/s/m2,TempShallow_C,pHShallow,ODOShallow_mg/L,ODOSatShallow_%,SpCondShallow_uS/cm,TurbShallow_NTU+,PARW1_umol/s/m2,PARW2_umol/s/m2,BGPCShallowRFU_RFU,ChlRFUShallow_RFU,year,month,year_month,chl_climatology,chl_monthly_anomaly,chl_trailing_14d_mean,chl_trailing_14d_std,chl_trailing_14d_n,ChlRFUShallow_RFU_lag1,ChlRFUShallow_RFU_lag2,ChlRFUShallow_RFU_lag3,ChlRFUShallow_RFU_lag6,ChlRFUShallow_RFU_lag12
2014-06-30,15.97833892891091,94.92357426327291,76.06421536740169,16.996830170467298,205.60579929769378,3.8093828468840334,177.26944905869325,17.583598387320045,8.598200840946843,8.78892002353267,92.30073331949059,501.42575616002216,5.895073366555925,97.18032945736434,73.97007371262458,2.020219580564784,3.0162012043189366,2014,6,2014-06,1.9116031436770204,1.1045980606419161,3.18928035982009,0.7524985683593797,1334,,,,,
2014-07-31,19.318152990446908,95.50102610981818,71.05270313487354,14.741185974497686,192.65918213682065,0.3933230680609713,223.32130950026286,21.352060457969642,8.997912810473382,10.14747682505861,115.0659456712253,561.2289773515405,10.702693839239016,99.80283232039893,62.21141865186396,8.530422526573474,4.937554713869581,2014,7,2014-07,2.9059667053169083,2.0315880085526725,5.708582089552239,0.9369166319278824,1340,3.0162012043189366,,,,
2014-08-31,19.148505054238804,95.45700038935546,74.94667160289764,13.21227691643364,200.8972338245839,1.52684811827957,159.1440467456549,21.936395644074874,8.550196713625722,8.018603017066352,91.9926065376513,699.3317787896881,7.4579115023936,65.13175505050505,47.23854236529882,6.10105358099204,4.56625556730496,2014,8,2014-08,3.5194129538713623,1.046842613433598,3.2464788732394365,1.1866120819292183,710,4.937554713869581,3.0162012043189366,,,
2014-09-30,13.692645833333334,95.08125,73.95208333333333,13.765416666666663,184.46041666666665,3.960416666666666,124.93333333333332,18.24533333333333,8.357291666666667,7.447458333333333,79.21479166666666,745.4333333333334,5.454166666666667,,,3.2875,1.560625,2014,9,2014-09,3.3526516463425597,-1.7920266463425598,,,0,4.56625556730496,4.937554713869581,3.0162012043189366,,
2015-05-31,13.381163112620523,95.87341841483493,53.229703651786295,12.565783542322986,178.4588607537276,0.05433655082886348,520.5187042243755,15.639655037885023,8.530751089061773,10.238258187127082,103.26579542919505,834.7109192307898,3.501644983998006,166.95796990851852,137.74943544511484,1.5239529037951547,2.3351089697380516,2015,5,2015-05,1.4946299539357821,0.8404790158022695,1.9838987341772154,0.9029524856608447,1975,1.560625,4.56625556730496,4.937554713869581,,
2015-06-30,17.905003472222223,95.3708912037037,61.68587962962963,13.884745370370371,164.49467592592592,0.21131944444444445,506.4865740740741,19.6822337962963,8.690011574074074,10.10605324074074,111.03540509259258,877.6614583333334,9.934495596995596,116.97002314814814,103.0056712962963,4.488020833333334,2.1102546296296296,2015,6,2015-06,1.9116031436770204,0.19865148595260917,2.3814532520325207,1.0376572699659363,1968,2.3351089697380516,1.560625,4.56625556730496,,
2015-07-31,19.944266193036356,95.07779377880185,68.37474398361495,14.558491743471581,156.5037602406554,2.1594166026625707,404.035890296979,22.282821626409987,8.527605456086059,7.320570987654321,85.07314814814815,943.1492410845859,11.289911351274988,76.89186507936509,65.56675627240143,5.525191822066822,2.4603639176915038,2015,7,2015-07,2.9059667053169083,-0.4456027876254045,2.4600394996708363,0.5801074349807188,1519,2.1102546296296296,2.3351089697380516,1.560625,3.0162012043189366,
2015-08-31,18.947976605637898,95.25260159352902,68.8750484355323,12.872947544318512,177.26416739319964,1.3091948803642353,345.0092330233459,20.788730807420322,8.735928266976654,,,952.9481013271336,11.785545020827279,61.5160079434273,43.58209822725952,9.331862104039525,3.007626780005812,2015,8,2015-08,3.5194129538713623,-0.5117861738655503,3.1229662698412697,0.9478843260840986,2016,2.4603639176915038,2.1102546296296296,2.3351089697380516,4.937554713869581,
2015-09-30,13.446465104588817,95.20541769070523,67.80023500541701,14.175481103031693,166.4324555868472,0.7853329436808302,243.84475019957748,16.28253620158396,8.61926719481903,,,927.4829143830673,7.1048693670272005,26.624977506968985,15.687528739968393,7.712120312710004,3.0181713844461373,2015,9,2015-09,3.3526516463425597,-0.33448026189642244,2.6266968325791855,0.18380435111803461,221,3.007626780005812,2.4603639176915038,2.1102546296296296,4.56625556730496,
2016-05-31,15.374766114036742,94.93640411590992,65.37583369222807,14.41030405318196,171.00148841791284,0.5353174603174603,348.84654162052414,15.868078742155777,8.290049257105943,9.622150239940938,97.41324174049464,836.5963916574382,1.7655396363971947,231.6826435031377,191.10107237723517,0.5270383444075304,1.0317852528608342,2016,5,2016-05,1.4946299539357821,-0.4628447010749479,1.0310948081264109,0.3614050284931319,1772,3.0181713844461373,3.007626780005812,2.4603639176915038,1.560625,
2016-06-30,18.29810944774512,95.35838249600444,63.679264386399566,16.518099413659357,199.83888285763499,0.9541826923076923,451.9373036967549,19.855404124105345,8.409246951219512,9.577745461573206,105.51065644326314,830.4650050378709,4.914214743589743,224.10154740810228,158.6130346223334,2.4734240544911277,1.1864696657707166,2016,6,2016-06,1.9116031436770204,-0.7251334779063039,1.3400100401606427,0.30686208535272474,1992,1.0317852528608342,3.0181713844461373,3.007626780005812,2.3351089697380516,
2016-07-31,19.674151640017065,95.2170748170858,71.09728918569796,14.1430862862434,195.14970490094007,1.9930685150626501,410.3546580171213,22.40245815560295,8.67063176856542,10.693828728251116,123.85026501607209,790.8865461802778,16.26935594952457,68.44083651766935,34.692167644183776,14.475780058827537,2.4884175331022838,2016,7,2016-07,2.9059667053169083,-0.4175491722146245,2.404467871485944,0.478849615501659,1992,1.1864696657707166,1.0317852528608342,3.0181713844461373,2.1102546296296296,
2016-08-31,18.265901063800808,95.40356536586393,70.21027029720844,9.99761925166337,178.5687759952466,1.2002206571193794,346.700180639936,20.7652353993346,8.79493684790689,10.49258190577244,117.9089726157039,771.6467181052176,21.999176698156766,29.093161924459945,11.945459633824717,24.25383008450708,3.4074533968903915,2016,8,2016-08,3.5194129538713623,-0.11195955698097082,3.7409250879839115,0.5762261433925281,1989,2.4884175331022838,1.1864696657707166,1.0317852528608342,2.4603639176915038,3.0162012043189366
2016-09-30,13.26985419122768,95.405958781362,69.57430192463275,14.573320139834648,215.2579892996399,0.021115689865689867,286.29018184390344,15.258657497835037,8.426240770715355,8.532533636106226,85.14654860528142,788.6583089677151,24.92315068784594,32.898105478750644,20.609777044192366,21.703163540826015,6.200914251650718,2016,9,2016-09,3.3526516463425597,2.8482626053081583,6.4605886116442734,4.1722785113146275,1563,3.4074533968903915,2.4884175331022838,1.1864696657707166,3.007626780005812,4.937554713869581
2017-05-31,13.02331044288682,95.21678443903734,54.99819994240841,18.453343995207277,184.3279122556573,0.0677772710381406,399.95116674956114,14.647103404459486,8.098007085410499,10.17683317728616,100.42832147758565,937.1657312108734,2.244866671927308,253.99347004757217,190.9409852495266,0.7091812654741597,2.045597044403708,2017,5,2017-05,1.4946299539357821,0.550967090467926,2.3066867772750124,0.7115393611783909,1989,6.200914251650718,3.4074533968903915,2.4884175331022838,3.0181713844461373,4.56625556730496
2017-06-30,17.94337695800634,94.81925222835986,61.82382800459483,19.113173889184008,197.2128342722184,0.009564814814814814,360.81243177790714,17.89939149485521,8.215741014308147,9.066031289343353,95.80476654943284,946.4971655124541,3.355908624719963,196.96200674794605,142.9830168698839,1.1596554852495529,2.1810717407707023,2017,6,2017-06,1.9116031436770204,0.26946859709368187,1.9357427716849451,0.4846816798766673,2006,2.045597044403708,6.200914251650718,3.4074533968903915,1.0317852528608342,1.560625
2017-07-31,20.93350885776326,95.43254405615292,62.42491796584538,15.037424581839904,180.20132915173238,0.08333333333333333,468.4269634429624,22.13579880995984,8.443203405017922,9.548479300991472,110.00030179963683,934.5672387648194,5.499564230716676,185.25095386749913,115.55296132500867,4.530434061305423,3.1543747944870146,2017,7,2017-07,2.9059667053169083,0.24840808917010637,3.690534351145038,0.835753967359338,1965,2.1810717407707023,2.045597044403708,6.200914251650718,1.1864696657707166,2.3351089697380516
2017-08-31,19.09330834394722,95.5126929860791,58.84876385731898,18.80033812081114,180.2634167689775,0.09901277943909956,329.84637863872484,20.47501873923919,8.879088709249489,10.430638505089275,116.2320919553138,853.1349253340875,9.060095118037138,42.54111502174985,18.390394079727116,17.477283317707712,4.139151986009036,2017,8,2017-08,3.5194129538713623,0.6197390321376739,3.4948380566801616,0.5114226116287097,1976,3.1543747944870146,2.1810717407707023,2.045597044403708,2.4884175331022838,2.1102546296296296
2017-09-30,13.700015470637256,95.48174811705363,62.250379309374786,23.57056414137868,191.25013786354964,0.4988425925925926,250.97339548338059,15.370916250679844,8.273748884525624,9.261762705987312,92.75117365680558,799.7092766762894,0.9273641164783807,82.0285390085861,49.227690651803705,4.4129217459967185,2.669214828911281,2017,9,2017-09,3.3526516463425597,-0.6834368174312786,2.1796009975062347,0.3733751764034339,2005,4.139151986009036,3.1543747944870146,2.1810717407707023,3.4074533968903915,2.4603639176915038
2017-10-31,8.495173846215513,94.77075416867083,65.73801477661772,27.9873804572334,226.03490790255495,1.8151325344952798,163.40340192496598,10.098713586679764,8.135243351554196,10.281806793778877,91.37176678457548,775.4508137804376,0.7960627882289656,58.91279963971445,41.94995750789416,2.9767042549433387,2.1451508192157798,2017,10,2017-10,1.7792573337586872,0.36589348545709255,,,0,2.669214828911281,4.139151986009036,3.1543747944870146,6.200914251650718,3.007626780005812
2018-05-31,17.704429080089746,95.17193017754366,57.539605892108085,16.01287313432836,170.5667251975417,0.9289624183006535,458.7428774928774,20.808971088435374,8.090285808767952,8.311022770219198,93.06562263794406,651.923185941043,1.215230536659108,206.20796751536434,180.0267230026339,0.4833238851095994,1.3159108087679516,2018,5,2018-05,1.4946299539357821,-0.1787191451678305,1.2170103092783504,0.16748468307326655,194,2.1451508192157798,2.669214828911281,4.139151986009036,2.045597044403708,3.0181713844461373
2018-06-30,17.936991965256116,95.06773757577068,63.51615465367548,13.71602594267807,196.36087700352425,0.29060185185185183,365.92517057064003,19.93517337156676,8.319120059564543,9.976193961561913,110.20116963924957,635.4657919220392,4.50573640262023,121.63912546157603,92.75782466714129,2.7581363728896977,2.1808978268240873,2018,6,2018-06,1.9116031436770204,0.26929468314706684,2.487892603850051,0.6393977753084905,1974,1.3159108087679516,2.1451508192157798,2.669214828911281,2.1810717407707023,1.0317852528608342
2018-07-31,19.585126446029548,95.63949840931848,64.06963367777635,19.72342585529034,216.91765292594815,1.3917770807568735,396.16210254801194,21.621644212794834,8.50726798657048,8.877981801444113,101.07638906507911,595.0017094639148,13.844223074762427,56.37587635828352,30.31211880698868,11.98878738842071,3.9453578339971895,2018,7,2018-07,2.9059667053169083,1.0393911286802813,4.134598102845731,0.5009742513701265,2003,2.1808978268240873,1.3159108087679516,2.1451508192157798,3.1543747944870146,1.1864696657707166
2018-08-31,20.408337792065623,95.25040101934191,65.1028318459045,20.86578520514789,209.64420578053583,0.8096726190476191,318.9603069754548,20.737275270049103,8.385787407021246,7.72065647924225,86.62797933473665,604.9969948230417,6.496258647721261,67.32241099417823,41.535605216485756,7.0028007999226,3.4836946082113855,2018,8,2018-08,3.5194129538713623,-0.03571834565997678,3.5080748663101606,0.4414505429512727,1870,3.9453578339971895,2.1808978268240873,1.3159108087679516,4.139151986009036,2.4884175331022838
2018-09-30,9.274023520219416,95.73708227406921,71.27132583419896,24.114071173436848,197.432225320285,0.6031234054088531,171.75998783554755,12.98679125635596,8.154621116299197,8.675296722217691,82.08154480330587,620.4169752897625,4.983381260817951,43.23585404023837,31.86879145936982,6.54117455187632,2.3645564923560705,2018,9,2018-09,3.3526516463425597,-0.9880951539864893,1.959122632103689,0.4329035852599528,2006,3.4836946082113855,3.9453578339971895,2.1808978268240873,2.669214828911281,3.4074533968903915
2018-10-31,1.365889384920635,95.60458829365079,79.96374007936508,25.46109623015873,184.02936507936508,0.9059027777777777,82.90689484126985,6.59908382936508,8.207252976190476,10.44615873015873,85.33760912698413,616.8834325396825,2.532733134920635,30.939037698412697,29.622420634920637,2.7837301587301586,1.7246031746031747,2018,10,2018-10,1.7792573337586872,-0.05465415915551253,,,0,2.3645564923560705,3.4836946082113855,3.9453578339971895,2.1451508192157798,6.200914251650718
2019-05-31,20.325930425211446,95.08681438998957,37.50711968485691,17.89660526010891,250.86735604217355,0.0,424.8217592592593,17.063562597541015,7.991367756588379,8.76547223173842,90.96400276604113,576.0901970487103,0.2709820714856686,377.8078703703704,361.9100529100529,0.2584110110632177,0.7447476939083654,2019,5,2019-05,1.4946299539357821,-0.7498822600274168,0.7589887640449438,0.13593405632750832,178,1.7246031746031747,2.3645564923560705,3.4836946082113855,1.3159108087679516,2.045597044403708
2019-06-30,16.846764278123946,95.12264324846161,61.30750693372415,15.256481756124538,168.8630185583041,1.0444638960187738,264.7327684389324,18.266305578018276,8.095819636862537,8.512687803439002,90.62100016626944,565.962132353113,1.4144374726215145,222.98307316189485,154.42724307600864,0.7473218350897427,0.7822099603230147,2019,6,2019-06,1.9116031436770204,-1.1293931833540056,0.824312156078039,0.18730803214547406,1999,0.7447476939083654,1.7246031746031747,2.3645564923560705,2.1808978268240873,2.1810717407707023
2019-07-31,19.12378670093867,95.35774698174271,67.86845379783695,14.799893671314049,173.6454550192892,0.17320395222851512,310.3567567785712,21.663684916788053,8.421379998194864,9.720882878164218,110.5989357663491,501.9621247036792,11.723965895923707,112.01198025937782,66.0998165339681,7.443841749082786,1.5291657984951808,2019,7,2019-07,2.9059667053169083,-1.3768009068217275,1.9762814070351757,0.4640524072859897,1990,0.7822099603230147,0.7447476939083654,1.7246031746031747,3.9453578339971895,3.1543747944870146
2019-08-31,17.117222495600895,95.38615565244402,68.49953847787165,15.295723136788164,184.97812084490695,1.207713623083642,251.4851119775662,19.6179918847002,8.734915418888558,10.589598265371157,116.07010364783687,453.1226843421436,24.33361408340731,26.085703870319364,7.101243645287057,19.49392535508075,3.309634671401188,2019,8,2019-08,3.5194129538713623,-0.20977828247017438,3.8379170879676443,0.7992017446367716,1978,1.5291657984951808,0.7822099603230147,0.7447476939083654,3.4836946082113855,4.139151986009036
2019-09-30,13.120792671354232,95.28358668229424,73.84946136509801,14.572162441163586,151.10099402827876,0.6144106836053401,178.31212090599533,15.814266225319917,8.510399118079969,9.160193584619792,92.7958353175733,466.2858992951069,8.170246659933225,39.5816003041629,9.061069823871351,8.461656398677658,4.774664448505975,2019,9,2019-09,3.3526516463425597,1.4220128021634153,3.668784669692385,0.7552967256789688,1983,3.309634671401188,1.5291657984951808,0.7822099603230147,2.3645564923560705,2.669214828911281
2019-10-31,3.041651234567901,96.18171296296298,83.3801440329218,10.841203703703705,143.70704732510288,0.0,71.88400205761316,9.015775565172367,8.1584745136042,9.311909314319282,80.69327865685561,475.0111965645501,5.73493348724453,19.896862139917697,8.567129629629628,7.760837675940924,3.138899867465358,2019,10,2019-10,1.7792573337586872,1.3596425337066709,,,0,4.774664448505975,3.309634671401188,1.5291657984951808,1.7246031746031747,2.1451508192157798
2020-06-30,16.581591926793013,94.98666736343367,65.52016443701226,16.61140746934225,196.28054162021556,0.4499465811965812,270.2765607580825,18.19689141414141,8.429924768518518,10.273480324074075,109.29416666666665,548.656712962963,6.691909722222222,116.83488480118915,85.76999489037532,3.4677083333333334,2.844548611111111,2020,6,2020-06,1.9116031436770204,0.9329454674340907,3.0575892857142852,0.4562028432701032,2016,3.138899867465358,4.774664448505975,3.309634671401188,0.7447476939083654,1.3159108087679516
2020-07-31,19.59183157568238,95.17091949269368,68.28208574579543,15.870040040604557,218.44366901020126,0.505421146953405,340.9645195754067,21.54480372897712,8.509994485800936,9.46245096749129,107.45948019274633,497.51565526931563,10.389853873724842,68.34827336641854,40.534756685966364,10.152820857457955,3.3415098566308243,2020,7,2020-07,2.9059667053169083,0.4355431513139161,3.4931121166415284,0.5136740054766346,1989,2.844548611111111,3.138899867465358,4.774664448505975,0.7822099603230147,2.1808978268240873
2020-08-31,19.77430143565727,95.23341475480052,57.26179669955409,15.144441748026498,206.1073450641055,0.38066214978541385,297.4606645893818,21.402934743542545,8.401564758434937,8.596772729965016,97.49378516501937,485.6585518318071,7.611456223599721,57.52001329646208,31.185810067748704,7.586563668578386,4.331224188705194,2020,8,2020-08,3.5194129538713623,0.811811234833832,4.8738636363636365,0.9890025666891721,1320,3.3415098566308243,2.844548611111111,3.138899867465358,1.5291657984951808,3.9453578339971895
2020-09-30,13.153457281138296,95.4625123572821,59.53725665270302,17.383828370019998,243.37196748345704,0.042777777777777776,197.3099832023992,14.234197544286205,8.487729466397095,9.475938951181746,92.54353975251482,496.1558788428551,8.278417188306033,43.67607865862288,22.51743680338711,7.639100345781348,5.322811942909413,2020,9,2020-09,3.3526516463425597,1.9701602965668537,3.7641557128412537,0.32592317818485816,1978,4.331224188705194,3.3415098566308243,2.844548611111111,3.309634671401188,3.4836946082113855
2021-06-30,18.85961216188839,95.20219887765595,58.088916606458476,15.415795463686266,160.00434088871106,0.4141985230148609,319.74542391470266,19.19676761533925,8.46768368858227,10.270636462535057,111.37276212195879,481.6445397089097,5.044850007788698,150.40774377138015,89.22939994086249,4.189173837308663,0.9911715106679647,2021,6,2021-06,1.9116031436770204,-0.9204316330090557,1.4153601019757809,0.5852893828679543,1569,5.322811942909413,4.331224188705194,3.3415098566308243,4.774664448505975,2.3645564923560705
2021-07-31,22.18325990690125,95.557070014969,60.18301354370964,14.550730022015204,152.2059908116784,0.05143756568841459,315.68583562089174,23.12428429237765,8.479813855004643,9.385181706616342,109.92351655465832,446.6225781222173,9.848100314842675,,35.01954882476027,10.761238952285217,1.39098919426169,2021,7,2021-07,2.9059667053169083,-1.5149775110552182,1.6886432160804021,0.5094991757571778,1990,0.9911715106679647,5.322811942909413,4.331224188705194,3.138899867465358,1.7246031746031747
2021-08-31,18.475710068407064,95.27032284181387,62.691275083435265,15.148804304193986,154.91573491387268,0.6444654359976941,246.29350670533876,19.55294722555619,8.630281186244465,9.313382330206387,101.85787261095221,426.22621336774256,13.031354309627826,,8.42012592102711,19.690429219609918,1.9102624324429298,2021,8,2021-08,3.5194129538713623,-1.6091505214284325,1.8245254745254744,0.4798101611106699,2002,1.39098919426169,0.9911715106679647,5.322811942909413,2.844548611111111,0.7447476939083654
2021-09-30,15.17423905491459,95.19073183067495,55.43577873617539,14.483961182525116,155.7467794638665,0.03154166666666667,223.8376800993088,15.75793253201773,8.051794988950817,7.68152733232954,77.5037212311327,466.49675932277984,16.64537588718297,,27.26668709486612,9.132652853200833,0.9102548219608823,2021,9,2021-09,3.3526516463425597,-2.4423968243816776,0.29491271820448883,0.24716769837622563,2005,1.9102624324429298,1.39098919426169,0.9911715106679647,3.3415098566308243,0.7822099603230147
2021-10-31,14.06664411976912,95.38441558441559,48.85128066378066,11.666486291486292,135.313943001443,0.0,161.78219696969697,13.582683080808081,7.857627164502165,8.29866341991342,79.9180284992785,498.2063492063492,6.160714285714286,,28.553661616161616,6.795138888888888,0.1083754737504363,2021,10,2021-10,1.7792573337586872,-1.670881860008251,,,0,0.9102548219608823,1.9102624324429298,1.39098919426169,4.331224188705194,1.5291657984951808
